BRISONr;Treatment;Block;Row;Column;Year;Location;Subtrial;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Biomass_bio;Seedyield_bio;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Crude_protein;Sedimentation
BRISONr_26;LN_WF;B2;99;2;2019;RHH;1;288;NA;NA;NA;NA;73.19186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.849542857;19
BRISONr_26;HN_NF;B1;10;2;2019;RHH;1;288;NA;NA;NA;NA;83.69916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.10154286;25
BRISONr_26;HN_NF;B2;90;3;2019;RHH;1;288;NA;NA;NA;NA;82.39754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.33748571;26
BRISONr_26;HN_WF;B1;7;1;2019;RHH;1;288;NA;NA;NA;NA;92.97704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.20742857;27
BRISONr_26;HN_WF;B2;99;4;2019;RHH;1;288;NA;NA;NA;NA;88.88412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.33697143;25
BRISONr_27;LN_NF;B1;22;4;2019;RHH;1;288;NA;NA;NA;NA;59.908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.655466053;11
BRISONr_27;LN_NF;B2;75;1;2019;RHH;1;288;NA;NA;NA;NA;63.3675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.866513234;9
BRISONr_27;LN_WF;B1;26;3;2019;RHH;1;288;NA;NA;NA;NA;66.90159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.749194476;10
BRISONr_27;LN_WF;B2;56;2;2019;RHH;1;288;NA;NA;NA;NA;63.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.477272727;10
BRISONr_27;HN_NF;B1;1;2;2019;RHH;1;288;NA;NA;NA;NA;85.56975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.17318757;16
BRISONr_27;HN_NF;B2;89;3;2019;RHH;1;288;NA;NA;NA;NA;85.6235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.3981588;17
BRISONr_27;HN_WF;B1;45;1;2019;RHH;1;288;NA;NA;NA;NA;85.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.97180667;15
BRISONr_27;HN_WF;B2;85;4;2019;RHH;1;288;NA;NA;NA;NA;81.1175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.50345224;16
BRISONr_31;LN_NF;B1;35;4;2019;RHH;1;288;NA;NA;NA;NA;66.1125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.0164;14
BRISONr_31;LN_NF;B2;63;1;2019;RHH;1;288;NA;NA;NA;NA;64.6561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.797028571;14
BRISONr_31;LN_WF;B1;7;3;2019;RHH;1;288;NA;NA;NA;NA;69.599;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.219028571;14
BRISONr_31;LN_WF;B2;81;2;2019;RHH;1;288;NA;NA;NA;NA;66.99693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.349314286;13
BRISONr_31;HN_NF;B1;15;2;2019;RHH;1;288;NA;NA;NA;NA;75.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.21514286;22
BRISONr_31;HN_NF;B2;98;3;2019;RHH;1;288;NA;NA;NA;NA;75.63595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.64405714;21
BRISONr_31;HN_WF;B1;47;1;2019;RHH;1;288;NA;NA;NA;NA;83.94335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.10737143;20
BRISONr_31;HN_WF;B2;79;4;2019;RHH;1;288;NA;NA;NA;NA;84.15828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.40474286;21
BRISONr_38;LN_NF;B1;26;4;2019;RHH;1;288;NA;NA;NA;NA;65.55627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.115795455;23
BRISONr_38;LN_NF;B2;108;1;2019;RHH;1;288;NA;NA;NA;NA;69.40704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.560965909;21
BRISONr_38;LN_WF;B1;8;3;2019;RHH;1;288;NA;NA;NA;NA;71.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.468181818;22
BRISONr_38;LN_WF;B2;59;2;2019;RHH;1;288;NA;NA;NA;NA;74.89638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.367272727;24
BRISONr_38;HN_NF;B1;26;2;2019;RHH;1;288;NA;NA;NA;NA;83.12775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.56818182;31
BRISONr_38;HN_NF;B2;78;3;2019;RHH;1;288;NA;NA;NA;NA;86.52228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.53539773;35
BRISONr_38;HN_WF;B1;27;1;2019;RHH;1;288;NA;NA;NA;NA;94.3944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.20982955;31
BRISONr_38;HN_WF;B2;93;4;2019;RHH;1;288;NA;NA;NA;NA;89.98992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.32215909;33
BRISONr_47;LN_NF;B1;44;4;2019;RHH;1;288;NA;NA;NA;NA;61.54368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.967844926;20
BRISONr_47;LN_NF;B2;81;1;2019;RHH;1;288;NA;NA;NA;NA;65.72578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.030786773;18
BRISONr_47;LN_WF;B1;2;3;2019;RHH;1;288;NA;NA;NA;NA;73.68399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.744013683;20
BRISONr_47;LN_WF;B2;103;2;2019;RHH;1;288;NA;NA;NA;NA;73.11507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.622405929;19
BRISONr_47;HN_NF;B1;30;2;2019;RHH;1;288;NA;NA;NA;NA;83.45439;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.19110604;35
BRISONr_47;HN_NF;B2;93;3;2019;RHH;1;288;NA;NA;NA;NA;80.84832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.19332953;34
BRISONr_47;HN_WF;B1;2;1;2019;RHH;1;288;NA;NA;NA;NA;82.212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.35285063;35
BRISONr_47;HN_WF;B2;59;4;2019;RHH;1;288;NA;NA;NA;NA;83.71954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.1940707;33
BRISONr_50;LN_NF;B1;13;4;2019;RHH;1;288;NA;NA;NA;NA;58.06449;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.952628571;21
BRISONr_50;LN_NF;B2;57;1;2019;RHH;1;288;NA;NA;NA;NA;62.5504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.342971429;19
BRISONr_50;LN_WF;B1;12;3;2019;RHH;1;288;NA;NA;NA;NA;68.8226;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.064;20
BRISONr_50;LN_WF;B2;57;2;2019;RHH;1;288;NA;NA;NA;NA;64.98045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.446171429;18
BRISONr_50;HN_NF;B1;24;2;2019;RHH;1;288;NA;NA;NA;NA;81.98199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.34777143;31
BRISONr_50;HN_NF;B2;101;3;2019;RHH;1;288;NA;NA;NA;NA;79.6728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.83382857;28
BRISONr_50;HN_WF;B1;50;1;2019;RHH;1;288;NA;NA;NA;NA;85.02912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.61114286;27
BRISONr_50;HN_WF;B2;89;4;2019;RHH;1;288;NA;NA;NA;NA;84.5586;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.73828571;29
BRISONr_54;LN_NF;B1;24;4;2019;RHH;1;288;NA;NA;NA;NA;75.82736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.825942857;16
BRISONr_54;LN_NF;B2;70;1;2019;RHH;1;288;NA;NA;NA;NA;70.97661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.547714286;15
BRISONr_54;LN_WF;B1;4;3;2019;RHH;1;288;NA;NA;NA;NA;77.85799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.491542857;16
BRISONr_54;LN_WF;B2;86;2;2019;RHH;1;288;NA;NA;NA;NA;73.2948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.381828571;12
BRISONr_54;HN_NF;B1;39;2;2019;RHH;1;288;NA;NA;NA;NA;83.61759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.09377143;24
BRISONr_54;HN_NF;B2;67;3;2019;RHH;1;288;NA;NA;NA;NA;88.39636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.24177143;29
BRISONr_54;HN_WF;B1;25;1;2019;RHH;1;288;NA;NA;NA;NA;93.30855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_54;HN_WF;B2;108;4;2019;RHH;1;288;NA;NA;NA;NA;87.3268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.90885714;21
BRISONr_56;LN_NF;B1;25;4;2019;RHH;1;288;NA;NA;NA;NA;61.3268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.909453303;20
BRISONr_56;LN_NF;B2;94;1;2019;RHH;1;288;NA;NA;NA;NA;65.66001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.873234624;14
BRISONr_56;LN_WF;B1;15;3;2019;RHH;1;288;NA;NA;NA;NA;74.60656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.471241458;17
BRISONr_56;LN_WF;B2;101;2;2019;RHH;1;288;NA;NA;NA;NA;73.73184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.754726651;18
BRISONr_56;HN_NF;B1;12;2;2019;RHH;1;288;NA;NA;NA;NA;76.69431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.87642369;32
BRISONr_56;HN_NF;B2;99;3;2019;RHH;1;288;NA;NA;NA;NA;80.85792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.93519362;29
BRISONr_56;HN_WF;B1;20;1;2019;RHH;1;288;NA;NA;NA;NA;89.22548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.39931663;32
BRISONr_56;HN_WF;B2;64;4;2019;RHH;1;288;NA;NA;NA;NA;83.0118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.28997722;28
BRISONr_59;LN_NF;B1;49;4;2019;RHH;1;288;NA;NA;NA;NA;66.6208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.592391304;14
BRISONr_59;LN_NF;B2;98;1;2019;RHH;1;288;NA;NA;NA;NA;64.79025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.7548627;11
BRISONr_59;LN_WF;B1;10;3;2019;RHH;1;288;NA;NA;NA;NA;74.85775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.917963387;15
BRISONr_59;LN_WF;B2;68;2;2019;RHH;1;288;NA;NA;NA;NA;71.4744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.813729977;14
BRISONr_59;HN_NF;B1;5;2;2019;RHH;1;288;NA;NA;NA;NA;76.36111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.53850114;24
BRISONr_59;HN_NF;B2;86;3;2019;RHH;1;288;NA;NA;NA;NA;78.69687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.07837529;24
BRISONr_59;HN_WF;B1;17;1;2019;RHH;1;288;NA;NA;NA;NA;87.92924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.54919908;23
BRISONr_59;HN_WF;B2;87;4;2019;RHH;1;288;NA;NA;NA;NA;82.8548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.51659039;23
BRISONr_67;LN_NF;B1;43;4;2019;RHH;1;288;NA;NA;NA;NA;69.76125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.629608295;11
BRISONr_67;LN_NF;B2;73;1;2019;RHH;1;288;NA;NA;NA;NA;72.96894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.465092166;10
BRISONr_67;LN_WF;B1;18;3;2019;RHH;1;288;NA;NA;NA;NA;78.52119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.485771889;10
BRISONr_67;LN_WF;B2;65;2;2019;RHH;1;288;NA;NA;NA;NA;75.27725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.483467742;10
BRISONr_67;HN_NF;B1;17;2;2019;RHH;1;288;NA;NA;NA;NA;85.40751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.9499424;19
BRISONr_67;HN_NF;B2;63;3;2019;RHH;1;288;NA;NA;NA;NA;88.76291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.27995392;17
BRISONr_67;HN_WF;B1;51;1;2019;RHH;1;288;NA;NA;NA;NA;91.24164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.36353687;15
BRISONr_67;HN_WF;B2;96;4;2019;RHH;1;288;NA;NA;NA;NA;96.1357;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.45950461;18
BRISONr_69;LN_NF;B1;7;4;2019;RHH;1;288;NA;NA;NA;NA;71.4103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.837889273;10
BRISONr_69;LN_NF;B2;84;1;2019;RHH;1;288;NA;NA;NA;NA;71.556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.556055363;9
BRISONr_69;LN_WF;B1;16;3;2019;RHH;1;288;NA;NA;NA;NA;78.68679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.625778547;8
BRISONr_69;LN_WF;B2;95;2;2019;RHH;1;288;NA;NA;NA;NA;79.6729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.385582468;7
BRISONr_69;HN_NF;B1;4;2;2019;RHH;1;288;NA;NA;NA;NA;90.87879;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.59757785;14
BRISONr_69;HN_NF;B2;62;3;2019;RHH;1;288;NA;NA;NA;NA;89.64814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.39740484;16
BRISONr_69;HN_WF;B1;18;1;2019;RHH;1;288;NA;NA;NA;NA;97.22711;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.73587082;16
BRISONr_69;HN_WF;B2;60;4;2019;RHH;1;288;NA;NA;NA;NA;93.2925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.66649366;13
BRISONr_71;LN_NF;B1;27;4;2019;RHH;1;288;NA;NA;NA;NA;66.1329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.799256293;20
BRISONr_71;LN_NF;B2;59;1;2019;RHH;1;288;NA;NA;NA;NA;67.1346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.286613272;20
BRISONr_71;LN_WF;B1;52;3;2019;RHH;1;288;NA;NA;NA;NA;77.02719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.338729977;20
BRISONr_71;LN_WF;B2;87;2;2019;RHH;1;288;NA;NA;NA;NA;71.7822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.678146453;18
BRISONr_71;HN_NF;B1;18;2;2019;RHH;1;288;NA;NA;NA;NA;81.079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.09467963;28
BRISONr_71;HN_NF;B2;60;3;2019;RHH;1;288;NA;NA;NA;NA;85.82691;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.61950801;28
BRISONr_71;HN_WF;B1;44;1;2019;RHH;1;288;NA;NA;NA;NA;87.1596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.13798627;27
BRISONr_71;HN_WF;B2;70;4;2019;RHH;1;288;NA;NA;NA;NA;82.10592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.1819222;33
BRISONr_80;LN_NF;B1;28;4;2019;RHH;1;288;NA;NA;NA;NA;66.045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.373990773;10
BRISONr_80;LN_NF;B2;62;1;2019;RHH;1;288;NA;NA;NA;NA;70.52724;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.485178777;9
BRISONr_80;LN_WF;B1;48;3;2019;RHH;1;288;NA;NA;NA;NA;76.69431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.109342561;10
BRISONr_80;LN_WF;B2;76;2;2019;RHH;1;288;NA;NA;NA;NA;75.21291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.794867359;12
BRISONr_80;HN_NF;B1;38;2;2019;RHH;1;288;NA;NA;NA;NA;77.691;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.09031142;17
BRISONr_80;HN_NF;B2;80;3;2019;RHH;1;288;NA;NA;NA;NA;78.8304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.46280277;19
BRISONr_80;HN_WF;B1;19;1;2019;RHH;1;288;NA;NA;NA;NA;85.37643;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.55640138;16
BRISONr_80;HN_WF;B2;91;4;2019;RHH;1;288;NA;NA;NA;NA;84.41558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.89446367;18
BRISONr_92;LN_NF;B1;2;4;2019;RHH;1;288;NA;NA;NA;NA;66.36375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.908765859;10
BRISONr_92;LN_NF;B2;72;1;2019;RHH;1;288;NA;NA;NA;NA;70.25662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.138638985;10
BRISONr_92;LN_WF;B1;14;3;2019;RHH;1;288;NA;NA;NA;NA;72.59056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.484602076;7
BRISONr_92;LN_WF;B2;85;2;2019;RHH;1;288;NA;NA;NA;NA;68.64018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.426009227;5
BRISONr_92;HN_NF;B1;25;2;2019;RHH;1;288;NA;NA;NA;NA;76.718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.74682814;14
BRISONr_92;HN_NF;B2;75;3;2019;RHH;1;288;NA;NA;NA;NA;77.39036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.26528258;19
BRISONr_92;HN_WF;B1;35;1;2019;RHH;1;288;NA;NA;NA;NA;79.32776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.11424452;13
BRISONr_92;HN_WF;B2;86;4;2019;RHH;1;288;NA;NA;NA;NA;82.55016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.6839677;16
BRISONr_96;LN_NF;B1;10;4;2019;RHH;1;288;NA;NA;NA;NA;59.57126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.941752577;22
BRISONr_96;LN_NF;B2;106;1;2019;RHH;1;288;NA;NA;NA;NA;63.0476;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.7604811;20
BRISONr_96;LN_WF;B1;47;3;2019;RHH;1;288;NA;NA;NA;NA;68.35356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.116895762;20
BRISONr_96;LN_WF;B2;67;2;2019;RHH;1;288;NA;NA;NA;NA;68.86656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.453092784;21
BRISONr_96;HN_NF;B1;6;2;2019;RHH;1;288;NA;NA;NA;NA;79.26576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.93928981;33
BRISONr_96;HN_NF;B2;73;3;2019;RHH;1;288;NA;NA;NA;NA;79.2978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.36145475;35
BRISONr_96;HN_WF;B1;28;1;2019;RHH;1;288;NA;NA;NA;NA;87.33984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.2733677;31
BRISONr_96;HN_WF;B2;98;4;2019;RHH;1;288;NA;NA;NA;NA;85.23918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.80927835;33
BRISONr_99;LN_NF;B1;5;4;2019;RHH;1;288;NA;NA;NA;NA;65.58483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.02747696;23
BRISONr_99;LN_NF;B2;68;1;2019;RHH;1;288;NA;NA;NA;NA;68.25663;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.34343318;21
BRISONr_99;LN_WF;B1;43;3;2019;RHH;1;288;NA;NA;NA;NA;73.43196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.035080645;18
BRISONr_99;LN_WF;B2;83;2;2019;RHH;1;288;NA;NA;NA;NA;69.42127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.955414747;18
BRISONr_99;HN_NF;B1;32;2;2019;RHH;1;288;NA;NA;NA;NA;79.04196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.86929724;27
BRISONr_99;HN_NF;B2;84;3;2019;RHH;1;288;NA;NA;NA;NA;75.11205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.15195853;29
BRISONr_99;HN_WF;B1;12;1;2019;RHH;1;288;NA;NA;NA;NA;96.92061;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.95910138;30
BRISONr_99;HN_WF;B2;106;4;2019;RHH;1;288;NA;NA;NA;NA;92.796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.18191244;31
BRISONr_102;LN_NF;B1;3;4;2019;RHH;1;288;NA;NA;NA;NA;60.802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.607413793;23
BRISONr_102;LN_NF;B2;71;1;2019;RHH;1;288;NA;NA;NA;NA;64.73076;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.371436782;21
BRISONr_102;LN_WF;B1;23;3;2019;RHH;1;288;NA;NA;NA;NA;71.32471;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.729195402;23
BRISONr_102;LN_WF;B2;74;2;2019;RHH;1;288;NA;NA;NA;NA;71.1298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.05982759;25
BRISONr_102;HN_NF;B1;47;2;2019;RHH;1;288;NA;NA;NA;NA;77.85799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.23706897;31
BRISONr_102;HN_NF;B2;61;3;2019;RHH;1;288;NA;NA;NA;NA;84.27914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.88563218;35
BRISONr_102;HN_WF;B1;16;1;2019;RHH;1;288;NA;NA;NA;NA;87.8983;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.6045977;33
BRISONr_102;HN_WF;B2;81;4;2019;RHH;1;288;NA;NA;NA;NA;82.09427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.45517241;36
BRISONr_104;LN_NF;B1;48;4;2019;RHH;1;288;NA;NA;NA;NA;65.43912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.467738232;15
BRISONr_104;LN_NF;B2;76;1;2019;RHH;1;288;NA;NA;NA;NA;67.71365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.926636051;15
BRISONr_104;LN_WF;B1;45;3;2019;RHH;1;288;NA;NA;NA;NA;75.69375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.974741676;15
BRISONr_104;LN_WF;B2;79;2;2019;RHH;1;288;NA;NA;NA;NA;70.21311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.381974742;14
BRISONr_104;HN_NF;B1;13;2;2019;RHH;1;288;NA;NA;NA;NA;75.69375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.01073479;24
BRISONr_104;HN_NF;B2;66;3;2019;RHH;1;288;NA;NA;NA;NA;78.7072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.01406429;26
BRISONr_104;HN_WF;B1;6;1;2019;RHH;1;288;NA;NA;NA;NA;79.9253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.29793341;25
BRISONr_104;HN_WF;B2;57;4;2019;RHH;1;288;NA;NA;NA;NA;82.38384;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.53415614;25
